-4.664577181482616652e+03 1.111997126752046825e+03 1.570796326794896558e+00 -1.151191121595562805e-06 -2.835702592879352224e-07
-3.882697398336949846e+02 -8.505095855993704390e+03 1.570796326794896558e+00 -7.561572895609103284e-08 -2.567589153443239347e-07
3.809728245422758846e+03 1.921222318069814719e+03 1.570796326794896558e+00 1.364761775812795008e-05 -1.818235839667892151e-05
-6.137816034113375281e+03 6.588863948142014124e+03 1.570796326794896558e+00 -5.168140221334383000e-07 2.029778255197012271e-07
-6.070368574018742947e+03 1.425732116358194617e+02 1.570796326794896558e+00 -5.931485771298872223e-07 -1.868589918213592327e-07
-7.705257308822747291e+02 -2.268220396726825129e+03 1.570796326794896558e+00 -1.311671257719915218e-06 -1.832682876984348397e-06
-5.351582430296444727e+03 -8.568111816054952214e+03 1.570796326794896558e+00 -8.170200627155566053e-08 -1.131683722427334615e-07
-9.227350489977927282e+03 -9.354458843452841393e+03 1.570796326794896558e+00 -4.614318367505976237e-08 -4.662280761111303740e-08
-5.993740555954945194e+03 4.882239897407716853e+03 1.570796326794896558e+00 -6.873011274693974215e-07 1.438406685427828791e-07
-8.261618659278656196e+03 -3.756406869943402853e+03 1.570796326794896558e+00 -1.636126130410975321e-07 -9.815943630836487799e-08
9.209611448851243040e+03 -1.284040766736367004e+03 1.570796326794896558e+00 1.135605932206518176e-06 -7.834605360301782895e-07
3.646855852454118576e+03 -2.377400280892998126e+02 1.570796326794896558e+00 2.368008567010804200e-06 -1.185270284698169974e-05
6.435992961418276536e+03 -6.776959377158560528e+03 1.570796326794896558e+00 1.515548754202344917e-07 -4.312414141061093886e-07
9.288677719146166055e+03 3.931242560463839254e+03 1.570796326794896558e+00 2.364136664212423966e-06 3.500871467720934049e-07
-9.276388984823637657e+03 -5.646966343137804870e+03 1.570796326794896558e+00 -9.397479539333120080e-08 -6.619168104252115548e-08
8.860793647031325236e+03 5.191803431563217600e+03 1.570796326794896558e+00 2.350561585651167462e-06 8.790550752590942096e-07
-2.733953516026031139e+02 -3.857241833517526175e+03 1.570796326794896558e+00 -5.803062023967964222e-07 -1.215645639707219061e-06
3.969137210257906190e+03 3.484705485480641073e+03 1.570796326794896558e+00 1.905751251252141287e-05 9.531445077648470487e-06
6.888419472718822362e+03 -9.653803966091527400e+03 1.570796326794896558e+00 5.439572403620474006e-08 -1.770159539782323321e-07
-3.384571916129750207e+03 3.166788601619107794e+03 1.570796326794896558e+00 -2.355110464286047645e-06 6.152457016073142881e-08
